106568,546,Xerox CM305 CP305 Black (CT201632),1302,Xerox CM305/CP305 Print Cartridge 3K - Black (Item No: XER CP305BK),0.7560975609756098
106569,546,Xerox CM305 CP305 Black (CT201632),1302,Xerox CM305/CP305 Print Cartridge 3K - Black (Item No: XER CP305BK),0.7560975609756098
106570,558,Xerox C2200 C3300 Cyan Toner Cartridge LOW - 4k (CT350671),1334,Xerox C2200 C3300 Cyan Toner Cartridge LOW - 4k (Item No: XER DPC22004KCY),0.8198198198198198
106570,6743,ABBA Lever Arch File - 3-inch Size - 404 Special Edition - Red (Item No: ABBA-404SE-R),4268,ABBA Lever Arch File - 3-inch Size - 404 Special Edition - Red,0.7674418604651163
106570,6746,ABBA Lever Arch File - 3-inch Size - 404 Special Edition -Green ABBA-404SE-GR (Item No: B11-99 ABBAGR),4266,ABBA Lever Arch File - 3-inch Size - 404 Special Edition -Green ABBA-404SE-GR,0.8037383177570093
106575,3325,Brother LC-57 SET Ink Cartridge (CMYK),1449,Brother LC-57 Black Ink,0.95
106577,1062,HP LaserJet Pro P1102 Printer (CE651A) — A4 Single-function USB Mono Laser,727,HP LaserJet Pro P1102 HPCE651A Printer-A4 Single-function USB Mono Laser (Item No: HPCE651A) EOL-21/11/2016,0.8461538461538461
106578,1039,Panasonic KX-FA57E Fax Film,1065,Panasonic KX-FA57E Fax Film (item no:P KXFA 57),1.0
106580,4048,"Canon Calculator TX-1210Hi III - 12-Digit Desktop Calculator, Tax Calculation, IT Touch Keyboard (Item No: B09-04)",4139,"Canon Calculator TX-1210Hi III - 12-Digit Desktop Calculator, Tax Calculation, IT Touch Keyboard",0.7358490566037735
106580,4046,"Canon Calculator LS-120Hi III - 12-Digit Desktop Calculator, Mark Up &amp; Reverse Function - Black (Item No: B09-03 LS120HIB)",4138,"Canon Calculator LS-120Hi III - 12-Digit Desktop Calculator, Mark Up  Reverse Function - Black",0.6756756756756757
106580,6667,Casio Calculator MZ-12S - 12-Digit Electronic Calculator (Item No: MZ-12S),4148,Casio Calculator MZ-12S - 12-Digit Electronic Calculator (Item No: B09-09 MZ12S) A1R3B8 EOL 19/05/2016,0.8620689655172413
106580,9537,Casio Tax &amp; Exchange Calculator MS-20B (Item No: B09-14),6535,Casio Tax  Exchange Calculator MS-20B (Item No: B09-14) A1R3B7,1.0
106580,9536,Casio Tax &amp; Exchange Calculator D-120B (Item No: B09-13),6534,Casio Tax  Exchange Calculator D-120B (Item No: B09-13) A1R3B6,1.0
106580,4049,"Canon Calculator WS-1210Hi III - 12-Digit Desktop Calculator, Tax Calculation, IT Touch Keyboard (Item No: B09-07)",4146,"Canon Calculator WS-1210Hi III - 12-Digit Desktop Calculator, Tax Calculation, IT Touch Keyboard",0.7358490566037735
106582,9639,Fuji Xerox DocuPrint P225b - A4 Single-function Duplex Network Mono Laser,2735,Fuji Xerox DocuPrint 3105 — A3 Single-function Duplex/Network Mono Laser Printer (Item No: XEXDP3105),0.7101449275362319
